State Abbreviation,ccode,Lead Id,Leader,Day of Start of Term of Office,Month of Start of Term of Office,Year of Start of Term of Office,Date of Term Of Office,Month of End of Term of Office,Year of End of Term of Office,Date of End of Term of Office,Year of birth,Gender,Military Career,Month of Election or Re-election Result,Year of Election or Re-election Result,Date of Election or Re-election Result
NEP,790,A3.0-200,Gyanendra,1,2,2005,2005-02-01,4,2006,2006-04-01,1947,Male,False,0,0,
NEP,790,A3.0-201,Girija Prasad Koirala,30,4,2006,2006-04-30,8,2008,2008-08-01,1924,Male,False,0,0,
NEP,790,A3.0-202,Prachanda,18,8,2008,2008-08-18,5,2009,2009-05-01,1954,Male,False,4,2008,2008-04-01
NEP,790,A3.0-203,Madhav Kumar Nepal,25,5,2009,2009-05-25,2,2011,2011-02-01,1953,Male,False,0,0,
NEP,790,A3.0-204,Nath Khanal,6,2,2011,2011-02-06,8,2011,2011-08-01,1950,Male,False,0,0,
NEP,790,A3.0-205,Bhattarai,29,8,2011,2011-08-29,3,2013,2013-03-01,1954,Male,False,0,0,
NEP,790,cb-790-1,Regmi,14,3,2013,2013-03-14,2,2014,2014-02-01,1949,Male,False,0,0,
NEP,790,cb-790-2,Koirala,11,2,2014,2014-02-11,10,2015,2015-10-01,1939,Male,False,11,2013,2013-11-01
NEP,790,cb-790-3,Oli,12,10,2015,2015-10-12,7,2016,2016-07-01,1952,Male,False,0,0,
NEP,790,cb-790-4,Prachanda,24,7,2016,2016-07-24,6,2017,2017-06-01,1954,Male,False,0,0,
NEP,790,se-790-5,Sher Bahadur Deuba,7,6,2017,2017-06-07,2,2018,2018-02-01,1946,Male,False,0,0,
NEP,790,clb-790-6,Oli,15,2,2018,2018-02-15,7,2021,2021-07-01,1952,Male,False,0,0,
NEP,790,mf-790-1,Deuba,13,7,2021,2021-07-13,0,0,,1946,Male,False,0,0,
THI,800,A2.9-8581,Plaek Pibulsongkram,8,11,1947,1947-11-08,9,1957,1957-09-01,1897,Male,True,2,1952,1952-02-01
THI,800,A2.9-8584,Pote Sarasin,21,9,1957,1957-09-21,12,1957,1957-12-01,1906,Male,False,0,0,
THI,800,A2.9-8587,Thanon Kittakachorn,27,12,1957,1957-12-27,10,1958,1958-10-01,1911,Male,True,12,1957,1957-12-01
THI,800,A2.9-8590,Sarit,20,10,1958,1958-10-20,12,1963,1963-12-01,1908,Male,True,0,0,
THI,800,A2.9-8593,Thanon Kittakachorn,8,12,1963,1963-12-08,10,1973,1973-10-01,1911,Male,True,2,1969,1969-02-01
THI,800,A2.9-8596,Sanya,14,10,1973,1973-10-14,2,1975,1975-02-01,1907,Male,False,0,0,
THI,800,A2.9-8599,Seni Pramoj,21,2,1975,1975-02-21,3,1975,1975-03-01,1905,Male,False,1,1975,1975-01-01
THI,800,A2.9-8602,Kukrot Pramoj,17,3,1975,1975-03-17,4,1976,1976-04-01,1911,Male,False,0,0,
THI,800,A2.9-8605,Seni Pramoj,20,4,1976,1976-04-20,10,1976,1976-10-01,1905,Male,False,4,1976,1976-04-01
THI,800,A2.9-8608,Sangad,6,10,1976,1976-10-06,10,1976,1976-10-01,1915,Male,True,0,0,
THI,800,A2.9-8611,Thanin Kraivichien,22,10,1976,1976-10-22,10,1977,1977-10-01,1927,Male,False,0,0,
THI,800,A2.9-8614,Sangad,20,10,1977,1977-10-20,11,1977,1977-11-01,1915,Male,True,0,0,
THI,800,A2.9-8617,Kriangsak,12,11,1977,1977-11-12,2,1980,1980-02-01,1917,Male,True,4,1979,1979-04-01
THI,800,A2.9-8620,Prem,3,3,1980,1980-03-03,8,1988,1988-08-01,1920,Male,True,4,1983,1983-04-01
THI,800,A2.9-8623,Choonhavan,4,8,1988,1988-08-04,2,1991,1991-02-01,1922,Male,True,7,1988,1988-07-01
THI,800,A2.9-8626,Panyarachun,7,3,1991,1991-03-07,4,1992,1992-04-01,1932,Male,False,0,0,
THI,800,A2.9-8629,Kraprayoon,5,4,1992,1992-04-05,5,1992,1992-05-01,1932,Male,True,3,1992,1992-03-01
THI,800,A2.9-8632,Panyarachun,10,6,1992,1992-06-10,9,1992,1992-09-01,1932,Male,False,0,0,
THI,800,A2.9-8635,Leekpai,23,9,1992,1992-09-23,7,1995,1995-07-01,1938,Male,False,9,1992,1992-09-01
THI,800,A2.9-8638,Silpa-Archa,13,7,1995,1995-07-13,12,1996,1996-12-01,1932,Male,False,7,1995,1995-07-01
THI,800,A2.9-8641,Chavalit Yongchaiyudh,1,12,1996,1996-12-01,11,1997,1997-11-01,1932,Male,True,11,1996,1996-11-01
THI,800,A2.9-8644,Leekpai,9,11,1997,1997-11-09,2,2001,2001-02-01,1938,Male,False,0,0,
THI,800,A2.9-8647,Thaksin Shinawatra,10,2,2001,2001-02-10,9,2006,2006-09-01,1949,Male,False,1,2001,2001-01-01
THI,800,A3.0-206,Chulanont,19,9,2006,2006-09-19,1,2008,2008-01-01,1943,Male,True,0,0,
THI,800,A3.0-207,Sundaravej,29,1,2008,2008-01-29,9,2008,2008-09-01,1935,Male,False,12,2007,2007-12-01
THI,800,A3.0-208,Wongsawat,9,9,2008,2008-09-09,12,2008,2008-12-01,1947,Male,False,0,0,
THI,800,cb-800-0,Chanweerakul,2,12,2008,2008-12-02,12,2008,2008-12-01,1936,Male,False,0,0,
THI,800,A3.0-210,Vejjajiva,17,12,2008,2008-12-17,8,2011,2011-08-01,1964,Male,False,0,0,
THI,800,A3.0-211,Yingluck,8,8,2011,2011-08-08,5,2014,2014-05-01,1967,Female,False,7,2011,2011-07-01
THI,800,cb-800-1,Boonsonpaisan,7,5,2014,2014-05-07,5,2014,2014-05-01,1948,Male,False,0,0,
THI,800,cb-800-2,Prayuth Chan-ocha,22,5,2014,2014-05-22,0,0,,1954,Male,True,3,2019,2019-03-01
CAM,811,A2.9-8650,Sihanouk,9,11,1953,1953-11-09,3,1970,1970-03-01,1922,Male,False,9,1951,1951-09-01
CAM,811,A2.9-8653,Lon Nol,18,3,1970,1970-03-18,4,1975,1975-04-01,1913,Male,False,4,1972,1972-04-01
CAM,811,A2.9-8656,Pol Pot,11,4,1975,1975-04-11,1,1979,1979-01-01,1925,Male,False,3,1976,1976-03-01
CAM,811,A2.9-8659,Heng Samrin,7,1,1979,1979-01-07,1,1985,1985-01-01,1934,Male,True,0,0,
CAM,811,A2.9-8662,Hun Sen,14,1,1985,1985-01-14,9,1993,1993-09-01,1952,Male,True,0,0,
CAM,811,A2.9-8665,Ranariddh,21,9,1993,1993-09-21,7,1997,1997-07-01,1944,Male,True,5,1993,1993-05-01
CAM,811,A2.9-8668,Hun Sen,6,7,1997,1997-07-06,0,0,,1952,Male,True,7,1998,1998-07-01
LAO,812,A2.9-8674,Katay Don Sasorith,24,12,1954,1954-12-24,3,1956,1956-03-01,1904,Male,False,0,0,
LAO,812,A2.9-8677,Souvanna Phouma,21,3,1956,1956-03-21,7,1958,1958-07-01,1901,Male,False,12,1955,1955-12-01
LAO,812,A2.9-8680,Sananikone,15,8,1958,1958-08-15,12,1959,1959-12-01,1903,Male,False,8,1958,1958-08-01
LAO,812,A2.9-8683,Nosavan,31,12,1959,1959-12-31,1,1960,1960-01-01,1920,Male,True,0,0,
LAO,812,A2.9-8686,Kou Abhay Og Long,7,1,1960,1960-01-07,5,1960,1960-05-01,1892,Male,False,0,0,
LAO,812,A2.9-8689,Somsanith,31,5,1960,1960-05-31,8,1960,1960-08-01,1913,Male,False,4,1960,1960-04-01
LAO,812,A2.9-8695,Souvanna Phouma,15,8,1960,1960-08-15,12,1960,1960-12-01,1901,Male,False,0,0,
LAO,812,A2.9-8698,Boun Oum,13,12,1960,1960-12-13,6,1962,1962-06-01,1912,Male,False,0,0,
LAO,812,A2.9-8701,Souvanna Phouma,24,6,1962,1962-06-24,4,1964,1964-04-01,1901,Male,False,0,0,
LAO,812,A2.9-8707,Souvanna Phouma,20,4,1964,1964-04-20,12,1975,1975-12-01,1901,Male,False,7,1965,1965-07-01
LAO,812,A2.9-8710,Phomivan,2,12,1975,1975-12-02,11,1992,1992-11-01,1920,Male,False,3,1989,1989-03-01
LAO,812,A2.9-8713,Phounsavanh,25,11,1992,1992-11-25,2,1998,1998-02-01,1914,Male,False,12,1992,1992-12-01
LAO,812,A2.9-8716,Siphandon,24,2,1998,1998-02-24,6,2006,2006-06-01,1924,Male,True,12,1997,1997-12-01
LAO,812,A3.0-212,Sayasone,8,6,2006,2006-06-08,4,2016,2016-04-01,1936,Male,False,4,2006,2006-04-01
LAO,812,jb-812-1,Vorachit,18,4,2016,2016-04-18,1,2021,2021-01-01,1938,Male,True,4,2016,2016-04-01
LAO,812,ctb-812-1,Sisoulith,15,1,2021,2021-01-15,0,0,,1945,Male,False,1,2021,2021-01-01
DRV,816,A2.9-8737,Ho Chi Minh,2,9,1945,1945-09-02,9,1969,1969-09-01,1890,Male,False,0,0,
DRV,816,A2.9-8740,Le Duan,3,9,1969,1969-09-03,7,1986,1986-07-01,1908,Male,False,0,0,
DRV,816,A2.9-8743,Truong Chinh,10,7,1986,1986-07-10,12,1986,1986-12-01,1907,Male,False,0,0,
DRV,816,A2.9-8746,Nguyen Van Linh,18,12,1986,1986-12-18,6,1991,1991-06-01,1915,Male,False,0,0,
DRV,816,A2.9-8749,Do Muoi,27,6,1991,1991-06-27,12,1997,1997-12-01,1917,Male,False,0,0,
DRV,816,A2.9-8752,Phieu,29,12,1997,1997-12-29,4,2001,2001-04-01,1931,Male,True,0,0,
DRV,816,A2.9-8755,Nong Duc Manh,23,4,2001,2001-04-23,1,2011,2011-01-01,1940,Male,False,0,0,
DRV,816,A3.0-213,Phu Trong,19,1,2011,2011-01-19,0,0,,1944,Male,False,0,0,
RVN,817,A2.9-8758,Pham Buu Loc,12,1,1954,1954-01-12,6,1954,1954-06-01,1915,Male,False,0,0,
RVN,817,A2.9-8761,Quat,16,6,1954,1954-06-16,6,1954,1954-06-01,1909,Male,False,0,0,
RVN,817,A2.9-8764,Ngo Dinh Diem,26,6,1954,1954-06-26,11,1963,1963-11-01,1901,Male,False,4,1961,1961-04-01
RVN,817,A2.9-8767,Minh,1,11,1963,1963-11-01,1,1964,1964-01-01,1916,Male,False,0,0,
RVN,817,A2.9-8770,Khanh,30,1,1964,1964-01-30,11,1964,1964-11-01,1927,Male,True,0,0,
RVN,817,A2.9-8773,Van Huong,4,11,1964,1964-11-04,1,1965,1965-01-01,1903,Male,False,0,0,
RVN,817,A2.9-8776,Khahn,26,1,1965,1965-01-26,2,1965,1965-02-01,1927,Male,True,0,0,
RVN,817,A2.9-8779,Quat,20,2,1965,1965-02-20,6,1965,1965-06-01,1909,Male,False,0,0,
RVN,817,A2.9-8782,Van Thieu,14,6,1965,1965-06-14,4,1975,1975-04-01,1923,Male,True,9,1967,1967-09-01
RVN,817,A2.9-8785,Minh,28,4,1975,1975-04-28,4,1975,1975-04-01,1916,Male,False,0,0,
MAL,820,A2.9-8788,Rahman,31,8,1957,1957-08-31,4,1959,1959-04-01,1895,Male,False,7,1955,1955-07-01
MAL,820,A2.9-8791,Razak,15,4,1959,1959-04-15,8,1959,1959-08-01,1922,Male,False,0,0,
MAL,820,A2.9-8794,Rahman,21,8,1959,1959-08-21,9,1970,1970-09-01,1895,Male,False,8,1959,1959-08-01
MAL,820,A2.9-8797,Razak,22,9,1970,1970-09-22,1,1976,1976-01-01,1922,Male,False,8,1974,1974-08-01
MAL,820,A2.9-8800,Hussein Bin Onn,14,1,1976,1976-01-14,7,1981,1981-07-01,1922,Male,False,7,1978,1978-07-01
MAL,820,A2.9-8803,Mahatir Bin Mohammad,16,7,1981,1981-07-16,10,2003,2003-10-01,1925,Male,False,4,1982,1982-04-01
MAL,820,A2.9-8806,Ahmad Badawi,31,10,2003,2003-10-31,4,2009,2009-04-01,1939,Male,False,3,2004,2004-03-01
MAL,820,A3.0-214,Najib Tun Razak,3,4,2009,2009-04-03,5,2018,2018-05-01,1953,Male,False,5,2013,2013-05-01
MAL,820,KS-820-1,Mahathir Bin Mohamed,10,5,2018,2018-05-10,3,2020,2020-03-01,1925,Male,False,5,2018,2018-05-01
MAL,820,ctb-820-1,Muhyiddin Yassin,1,3,2020,2020-03-01,0,0,,1947,Male,False,0,0,
SIN,830,A2.9-8809,Lee Kuan Yew,9,8,1965,1965-08-09,11,1990,1990-11-01,1923,Male,False,9,1963,1963-09-01
SIN,830,A2.9-8812,Goh Chok Tong,28,11,1990,1990-11-28,8,2004,2004-08-01,1941,Male,False,8,1991,1991-08-01
SIN,830,A2.9-8815,Lee Hsien Loong,12,8,2004,2004-08-12,0,0,,1952,Male,False,5,2006,2006-05-01
BRU,835,A2.9-8818,Hassanal Bolkiah,4,10,1967,1967-10-04,0,0,,1946,Male,False,0,0,
PHI,840,A2.9-8824,Quirrino,16,4,1948,1948-04-16,12,1953,1953-12-01,1890,Male,False,11,1949,1949-11-01
PHI,840,A2.9-8827,Magsaysay,30,12,1953,1953-12-30,3,1957,1957-03-01,1907,Male,True,11,1953,1953-11-01
PHI,840,A2.9-8830,Garcia,17,3,1957,1957-03-17,11,1961,1961-11-01,1896,Male,False,11,1957,1957-11-01
PHI,840,A2.9-8833,Macapagal,14,11,1961,1961-11-14,12,1965,1965-12-01,1910,Male,False,11,1961,1961-11-01
PHI,840,A2.9-8836,Marcos,30,12,1965,1965-12-30,2,1986,1986-02-01,1917,Male,False,11,1965,1965-11-01
PHI,840,A2.9-8839,Aquino,25,2,1986,1986-02-25,6,1992,1992-06-01,1933,Female,False,2,1986,1986-02-01
PHI,840,A2.9-8842,Ramos,30,6,1992,1992-06-30,6,1998,1998-06-01,1928,Male,True,5,1992,1992-05-01
PHI,840,A2.9-8845,Estrada,30,6,1998,1998-06-30,1,2001,2001-01-01,1937,Male,False,5,1998,1998-05-01
PHI,840,A2.9-8848,Gloria Macapagal-Arroyo,21,1,2001,2001-01-21,6,2010,2010-06-01,1947,Female,False,5,2004,2004-05-01
PHI,840,A3.0-215,Benigno Aquino III,30,6,2010,2010-06-30,6,2016,2016-06-01,1960,Male,False,5,2010,2010-05-01
PHI,840,jb-840-1,Rodrigo Duterte,30,6,2016,2016-06-30,0,0,,1945,Male,False,5,2016,2016-05-01
INS,850,A2.9-8860,Sukarno,27,12,1949,1949-12-27,3,1966,1966-03-01,1901,Male,False,0,0,
INS,850,A2.9-8863,Suharto,12,3,1966,1966-03-12,5,1998,1998-05-01,1921,Male,True,7,1971,1971-07-01
INS,850,A2.9-8866,Habibie,21,5,1998,1998-05-21,10,1999,1999-10-01,1936,Male,False,0,0,
INS,850,A2.9-8869,Wahid,20,10,1999,1999-10-20,7,2001,2001-07-01,1940,Male,False,6,1999,1999-06-01
INS,850,A2.9-8872,Megawati Sukarnoputri,24,7,2001,2001-07-24,10,2004,2004-10-01,1947,Female,False,0,0,
INS,850,A2.9-8875,Bambang Yudhoyono,20,10,2004,2004-10-20,10,2014,2014-10-01,1949,Male,True,7,2004,2004-07-01
INS,850,cb-850-1,Joko Widodo,20,10,2014,2014-10-20,0,0,,1961,Male,False,7,2014,2014-07-01
ETM,860,A2.9-8878,Gusmao,20,5,2002,2002-05-20,5,2007,2007-05-01,1946,Male,False,4,2002,2002-04-01
ETM,860,A3.0-216,Ramos-Horta,30,5,2007,2007-05-30,2,2008,2008-02-01,1949,Male,False,5,2007,2007-05-01
ETM,860,cb-860-0,araujo,13,2,2008,2008-02-13,4,2008,2008-04-01,1963,Male,False,0,0,
ETM,860,cb-860-.5,Ramos-Horta,17,4,2008,2008-04-17,5,2012,2012-05-01,1949,Male,False,5,2007,2007-05-01
ETM,860,cb-860-1,Matan Ruak,20,5,2012,2012-05-20,5,2017,2017-05-01,1956,Male,True,4,2012,2012-04-01
ETM,860,se-860-2,Francisco Guterres,20,5,2017,2017-05-20,0,0,,1954,Male,True,3,2017,2017-03-01
AUL,900,A2.9-8941,Menzies,19,12,1949,1949-12-19,1,1966,1966-01-01,1894,Male,False,12,1949,1949-12-01
AUL,900,A2.9-8944,Holt,27,1,1966,1966-01-27,12,1967,1967-12-01,1908,Male,False,11,1966,1966-11-01
AUL,900,A2.9-8947,McEwen,19,12,1967,1967-12-19,1,1968,1968-01-01,1900,Male,False,0,0,
AUL,900,A2.9-8950,Gorton,10,1,1968,1968-01-10,3,1971,1971-03-01,1911,Male,False,10,1969,1969-10-01
AUL,900,A2.9-8953,McMahon,10,3,1971,1971-03-10,12,1972,1972-12-01,1908,Male,False,0,0,
AUL,900,A2.9-8956,Whitlam,5,12,1972,1972-12-05,11,1975,1975-11-01,1916,Male,False,12,1972,1972-12-01
AUL,900,A2.9-8959,Fraser,11,11,1975,1975-11-11,3,1983,1983-03-01,1930,Male,False,12,1975,1975-12-01
AUL,900,A2.9-8962,Hawke,11,3,1983,1983-03-11,12,1991,1991-12-01,1929,Male,False,3,1983,1983-03-01
AUL,900,A2.9-8965,Keating,19,12,1991,1991-12-19,3,1996,1996-03-01,1945,Male,False,3,1993,1993-03-01
AUL,900,A2.9-8968,Howard,11,3,1996,1996-03-11,12,2007,2007-12-01,1939,Male,False,3,1996,1996-03-01
AUL,900,A3.0-217,Rudd,3,12,2007,2007-12-03,6,2010,2010-06-01,1957,Male,False,11,2007,2007-11-01
AUL,900,A3.0-218,Gillard,24,6,2010,2010-06-24,6,2013,2013-06-01,1961,Female,False,8,2010,2010-08-01
AUL,900,cb-900-1,Rudd,27,6,2013,2013-06-27,9,2013,2013-09-01,1957,Male,False,0,0,
AUL,900,cb-900-2,Abbott,18,9,2013,2013-09-18,9,2015,2015-09-01,1957,Male,False,9,2013,2013-09-01
AUL,900,cb-900-3,Turnbull,15,9,2015,2015-09-15,8,2018,2018-08-01,1954,Male,False,0,0,
AUL,900,ctb-900-1,Morrison,24,8,2018,2018-08-24,0,0,,1968,Male,False,5,2019,2019-05-01
PNG,910,A2.9-8971,Somare,16,9,1975,1975-09-16,3,1980,1980-03-01,1936,Male,False,6,1977,1977-06-01
PNG,910,A2.9-8974,Chan,11,3,1980,1980-03-11,8,1982,1982-08-01,1939,Male,False,0,0,
PNG,910,A2.9-8977,Somare,2,8,1982,1982-08-02,11,1985,1985-11-01,1936,Male,False,0,0,
PNG,910,A2.9-8980,Wingti,21,11,1985,1985-11-21,7,1988,1988-07-01,1951,Male,False,0,0,
PNG,910,A2.9-8983,Namaliu,4,7,1988,1988-07-04,7,1992,1992-07-01,1947,Male,False,0,0,
PNG,910,A2.9-8986,Wingti,17,7,1992,1992-07-17,8,1994,1994-08-01,1951,Male,False,6,1992,1992-06-01
PNG,910,A2.9-8989,Chan,30,8,1994,1994-08-30,7,1997,1997-07-01,1939,Male,False,0,0,
PNG,910,A2.9-8992,Skate,22,7,1997,1997-07-22,7,1999,1999-07-01,1953,Male,False,6,1997,1997-06-01
PNG,910,A2.9-8995,Morauta,14,7,1999,1999-07-14,8,2002,2002-08-01,1946,Male,False,0,0,
PNG,910,A2.9-8998,Somare,6,8,2002,2002-08-06,8,2011,2011-08-01,1936,Male,False,6,2002,2002-06-01
PNG,910,A3.0-219,O'Neill,2,8,2011,2011-08-02,5,2019,2019-05-01,1965,Male,False,6,2012,2012-06-01
PNG,910,ctb-910-1,James Marape,30,5,2019,2019-05-30,0,0,,1971,Male,False,5,2019,2019-05-01
NEW,920,A2.9-9028,Holland,13,12,1949,1949-12-13,9,1957,1957-09-01,1893,Male,False,11,1949,1949-11-01
NEW,920,A2.9-9031,Holyoake,20,9,1957,1957-09-20,12,1957,1957-12-01,1904,Male,False,0,0,
NEW,920,A2.9-9034,Nash,12,12,1957,1957-12-12,12,1960,1960-12-01,1882,Male,False,11,1957,1957-11-01
NEW,920,A2.9-9037,Holyoake,12,12,1960,1960-12-12,2,1972,1972-02-01,1904,Male,False,11,1960,1960-11-01
NEW,920,A2.9-9040,Marshall,7,2,1972,1972-02-07,12,1972,1972-12-01,1912,Male,False,0,0,
NEW,920,A2.9-9043,Kirk,8,12,1972,1972-12-08,8,1974,1974-08-01,1923,Male,False,11,1972,1972-11-01
NEW,920,A2.9-9046,Rowling,6,9,1974,1974-09-06,12,1975,1975-12-01,1927,Male,False,0,0,
NEW,920,A2.9-9049,Muldoon,12,12,1975,1975-12-12,7,1984,1984-07-01,1921,Male,False,11,1975,1975-11-01
NEW,920,A2.9-9052,Lange,26,7,1984,1984-07-26,8,1989,1989-08-01,1942,Male,False,7,1984,1984-07-01
NEW,920,A2.9-9055,Palmer,8,8,1989,1989-08-08,9,1990,1990-09-01,1942,Male,False,0,0,
NEW,920,A2.9-9058,Moore,4,9,1990,1990-09-04,10,1990,1990-10-01,1949,Male,False,0,0,
NEW,920,A2.9-9061,Bolger,27,10,1990,1990-10-27,12,1997,1997-12-01,1935,Male,False,10,1990,1990-10-01
NEW,920,A2.9-9064,Shipley,8,12,1997,1997-12-08,12,1999,1999-12-01,1952,Female,False,0,0,
NEW,920,A2.9-9067,Clark,10,12,1999,1999-12-10,11,2008,2008-11-01,1950,Female,False,11,1999,1999-11-01
NEW,920,A3.0-220,John Key,19,11,2008,2008-11-19,12,2016,2016-12-01,1961,Male,False,11,2008,2008-11-01
NEW,920,se-920-1,Bill English,12,12,2016,2016-12-12,10,2017,2017-10-01,1961,Male,False,0,0,
NEW,920,se-920-2,Jacinda Ardern,26,10,2017,2017-10-26,0,0,,1980,Female,False,9,2017,2017-09-01
VAN,935,kb-935-1,Lini,30,7,1980,1980-07-30,9,1991,1991-09-01,1942,Male,False,11,1979,1979-11-01
VAN,935,kb-935-2,Kalpokas,6,9,1991,1991-09-06,12,1991,1991-12-01,1943,Male,False,0,0,
VAN,935,kb-935-3,Korman,16,12,1991,1991-12-16,12,1995,1995-12-01,1941,Male,False,12,1991,1991-12-01
VAN,935,kb-935-4,Vohor,21,12,1995,1995-12-21,2,1996,1996-02-01,1955,Male,False,11,1995,1995-11-01
VAN,935,kb-935-5,Korman,23,2,1996,1996-02-23,9,1996,1996-09-01,1941,Male,False,0,0,
VAN,935,kb-935-6,Vohor,30,9,1996,1996-09-30,3,1998,1998-03-01,1955,Male,False,0,0,
VAN,935,kb-935-7,Kalpokas,30,3,1998,1998-03-30,11,1999,1999-11-01,1943,Male,False,3,1998,1998-03-01
VAN,935,kb-935-8,Sope,25,11,1999,1999-11-25,4,2001,2001-04-01,1951,Male,False,0,0,
VAN,935,kb-935-9,Natapei,13,4,2001,2001-04-13,7,2004,2004-07-01,1954,Male,False,5,2002,2002-05-01
VAN,935,kb-935-10,Vohor,29,7,2004,2004-07-29,12,2004,2004-12-01,1955,Male,False,7,2004,2004-07-01
VAN,935,kb-935-11,Lini,11,12,2004,2004-12-11,9,2008,2008-09-01,1951,Male,False,0,0,
VAN,935,kb-935-12,Natapei,22,9,2008,2008-09-22,11,2009,2009-11-01,1954,Male,False,9,2008,2008-09-01
VAN,935,kb-935-13,Vohor,27,11,2009,2009-11-27,12,2009,2009-12-01,1955,Male,False,0,0,
VAN,935,kb-935-14,Natapei,5,12,2009,2009-12-05,12,2010,2010-12-01,1954,Male,False,0,0,
VAN,935,kb-935-15,Kilman,2,12,2010,2010-12-02,4,2011,2011-04-01,1957,Male,False,0,0,
VAN,935,kb-935-16,Vohor,24,4,2011,2011-04-24,5,2011,2011-05-01,1955,Male,False,0,0,
VAN,935,kb-935-17,Kilman,13,5,2011,2011-05-13,6,2011,2011-06-01,1957,Male,False,0,0,
VAN,935,kb-935-18,Natapei,16,6,2011,2011-06-16,6,2011,2011-06-01,1954,Male,False,0,0,
VAN,935,kb-935-19,Kilman,26,6,2011,2011-06-26,3,2013,2013-03-01,1957,Male,False,0,0,
VAN,935,kb-935-20,Kalosil,23,3,2013,2013-03-23,5,2014,2014-05-01,1963,Male,False,10,2012,2012-10-01
VAN,935,kb-935-21,Natuman,15,5,2014,2014-05-15,5,2015,2015-05-01,1952,Male,False,0,0,
VAN,935,kb-935-22,Kilman,11,6,2015,2015-06-11,2,2016,2016-02-01,1957,Male,False,0,0,
VAN,935,cb-935-1,Salwai,11,2,2016,2016-02-11,4,2020,2020-04-01,1963,Male,False,1,2016,2016-01-01
VAN,935,ctb-935-1,Loughman,20,4,2020,2020-04-20,0,0,,1961,Male,False,3,2020,2020-03-01
SOL,940,A2.9-9070,Kenilorea,7,7,1978,1978-07-07,8,1981,1981-08-01,1943,Male,False,7,1976,1976-07-01
SOL,940,A2.9-9073,Mamaloni,31,8,1981,1981-08-31,11,1984,1984-11-01,1943,Male,False,0,0,
SOL,940,A2.9-9076,Kenilorea,19,11,1984,1984-11-19,12,1986,1986-12-01,1943,Male,False,10,1984,1984-10-01
SOL,940,A2.9-9079,Alebua,1,12,1986,1986-12-01,3,1989,1989-03-01,1947,Male,False,0,0,
SOL,940,A2.9-9082,Mamaloni,28,3,1989,1989-03-28,6,1993,1993-06-01,1943,Male,False,2,1989,1989-02-01
SOL,940,A2.9-9085,Hilly,18,6,1993,1993-06-18,10,1994,1994-10-01,1948,Male,False,5,1993,1993-05-01
SOL,940,A2.9-9088,Mamaloni,31,10,1994,1994-10-31,8,1997,1997-08-01,1943,Male,False,0,0,
SOL,940,A2.9-9091,Ulufa'alu,27,8,1997,1997-08-27,6,2000,2000-06-01,1950,Male,False,8,1997,1997-08-01
SOL,940,A2.9-9094,Sogavare,30,6,2000,2000-06-30,12,2001,2001-12-01,1955,Male,False,0,0,
SOL,940,A2.9-9097,Kemakeza,17,12,2001,2001-12-17,4,2006,2006-04-01,1950,Male,False,12,2001,2001-12-01
SOL,940,A3.0-221,Rini,20,4,2006,2006-04-20,5,2006,2006-05-01,1949,Male,False,4,2006,2006-04-01
SOL,940,A3.0-222,Sogavare,4,5,2006,2006-05-04,12,2007,2007-12-01,1955,Male,False,0,0,
SOL,940,A3.0-223,Sikua,20,12,2007,2007-12-20,8,2010,2010-08-01,1959,Male,False,0,0,
SOL,940,A3.0-224,Danny Philip,25,8,2010,2010-08-25,11,2011,2011-11-01,1953,Male,False,8,2010,2010-08-01
SOL,940,A3.0-225,Darcy Lilo,16,11,2011,2011-11-16,12,2014,2014-12-01,1965,Male,False,0,0,
SOL,940,cb-940-1,Sogavare,9,12,2014,2014-12-09,11,2017,2017-11-01,1955,Male,False,11,2014,2014-11-01
SOL,940,se-940-2,Rick Houenipwela,15,11,2017,2017-11-15,4,2019,2019-04-01,1958,Male,False,0,0,
SOL,940,ctb-940-1,Sogavare,24,4,2019,2019-04-24,0,0,,1955,Male,False,4,2019,2019-04-01
KIR,946,kb-200-1,Tabai,12,8,1979,1979-08-12,7,1991,1991-07-01,1950,Male,False,3,1978,1978-03-01
KIR,946,kb-200-2,Teannaki,3,7,1991,1991-07-03,9,1994,1994-09-01,1936,Male,False,7,1991,1991-07-01
KIR,946,kb-200-3,Tito,30,9,1994,1994-09-30,3,2003,2003-03-01,1953,Male,False,7,1994,1994-07-01
KIR,946,kb-200-4,Tong,4,7,2003,2003-07-04,3,2016,2016-03-01,1952,Male,False,7,2003,2003-07-01
KIR,946,kb-200-5,Mamau,11,3,2016,2016-03-11,0,0,,1960,Male,False,3,2016,2016-03-01
TUV,947,kb-200-5b,Lauti,1,10,1978,1978-10-01,9,1981,1981-09-01,1928,Male,False,8,1977,1977-08-01
TUV,947,kb-200-6,Puapua,17,9,1981,1981-09-17,9,1989,1989-09-01,1938,Male,False,9,1981,1981-09-01
TUV,947,kb-200-6b,Paeniu,27,9,1989,1989-09-27,11,1993,1993-11-01,1956,Male,False,9,1989,1989-09-01
TUV,947,kb-200-7,Latasi,10,12,1993,1993-12-10,12,1996,1996-12-01,1936,Male,False,11,1993,1993-11-01
TUV,947,kb-200-8,Paeniu,23,12,1996,1996-12-23,4,1999,1999-04-01,1956,Male,False,2,1998,1998-02-01
TUV,947,kb-200-9,Ionatana,27,4,1999,1999-04-27,12,2000,2000-12-01,1938,Male,False,4,1999,1999-04-01
